revenue,popularity,budget,vote_average,vote_count
32101000,10.125029,10000000,5.4,197
32973937,20.452448999999998,9000000,6.4,379
30652890,14.543435,10000000,6.8,823
29450919,12.902975,10000000,6.2,161
30050028,6.216203,15000000,6.3,252
29392418,3.290639,10000000,6.0,31
34411240,4.844451,8500000,5.0,70
38368909,9.559737,12000000,5.3,153
25605015,11.350382000000002,10000000,6.1,122
33697647,13.455373000000002,10000000,6.9,291
143695338,31.974359000000003,65000000,6.2,679
20766616,16.785120000000003,10000000,6.9,311
52882018,26.090495,10000000,5.4,581
24637469,2.698185,14000000,5.8,36
42333295,22.888173000000002,10000000,5.8,441
17096053,18.289303,9000000,7.5,676
66821036,26.268209000000002,10000000,4.7,507
85978266,17.592299,10000000,6.3,272
16153593,3.079862,10000000,6.3,47
48572000,32.579696999999996,11000000,6.6,864
28650575,33.555764,12600000,6.0,635
15795189,2.959547,10000000,6.6,50
15156200,4.068107,25000000,6.0,57
21587700,17.663353,10000000,7.0,1068
20342161,4.207456,10000000,5.6,72
35057696,21.006078,6400000,6.6,406
17297244,5.647538,10000000,6.2,136
58978653,27.247013,5000000,6.7,1049
12827813,18.366362,10000000,7.4,1050
10571408,6.736274000000001,10000000,6.4,86
28883511,28.570173999999998,10000000,6.8,1196
9898412,5.671691,30000000,6.2,179
8801940,9.525625999999999,10000000,6.4,137
6110000,14.038511999999999,10000000,5.1,179
32438988,35.350303000000004,6000000,4.4,797
9636289,30.863082000000002,10000000,6.3,700
6861102,10.254807000000001,0,5.9,135
23875127,73.56723199999999,20000000,8.2,3016
6842058,16.361743,0,5.9,289
9495408,6.18869,18000000,7.3,99
7800000,14.105392000000002,9500000,6.4,334
33000000,14.905357,10000000,6.2,238
2154696,0.5180560000000001,10000000,3.8,6
21571189,12.172131,9000000,6.5,115
7177143,17.078656,10000000,6.9,336
10835752,16.318607999999998,10000000,6.6,183
4417580,10.409155,10000000,6.1,217
3275585,4.850402,11500000,5.7,36
3193102,8.902102000000001,10000000,6.6,105
98410061,28.223163,6500000,7.2,1149
5164404,3.007816,10000000,6.4,25
40055439,19.865989000000003,10000000,4.8,448
439564,0.310513,14000000,6.0,2
7587485,19.263476999999998,10000000,5.8,383
1759252,4.123533,10000000,7.0,54
1631839,3.988432,10000000,5.4,24
1969193,19.494703,20000000,6.4,365
3665069,16.436177999999998,10000000,6.5,425
7022728,14.979375,10000000,6.1,210
21786738,10.733761,10000000,6.0,190
598645,4.570043,10000000,4.8,50
1296184,6.265658999999999,5000000,5.6,86
42776760,17.54768,0,6.6,491
1072602,7.554799000000001,7700000,5.9,131
295750,9.805551,10000000,6.5,177
42145,6.085879,0,6.4,139
126247,11.946898,0,4.1,178
45779,0.666218,10000000,3.0,9
140987,0.122874,0,5.8,4
17472,5.1456550000000005,10000000,5.1,83
9069,1.728816,10000000,7.0,5
11,1.6179430000000001,10,6.9,26
10000000,10.013629,10,4.9,119
17164377,19.978021,9500000,6.4,737
4386236,3.5885290000000003,9600000,6.0,24
59827328,9.337388,11000000,6.4,135
111584787,28.675890999999996,9500000,6.5,531
19839492,17.151293,8900000,7.5,400
14144000,11.225044,10500000,4.5,123
60000000,14.562991,9400000,7.0,140
85582407,19.747809,12899867,7.3,406
21817298,36.173598,7400000,7.0,885
104931801,94.184658,11000000,7.9,4470
30859000,29.262427000000002,85000,7.2,590
2995811,17.611971,10000000,6.3,254
83304330,7.623978999999999,9000000,7.4,134
141195658,31.035999999999998,5500000,6.5,562
8220215,7.720692,7000000,7.0,118
41590886,6.717994,9000000,6.9,66
34573780,3.9510410000000005,9000000,6.8,38
44196684,27.600842999999998,9000000,6.3,581
24538513,14.098951999999999,9000000,7.3,235
108782847,82.975841,9000000,6.6,1954
23936908,18.514292,9000000,6.6,693
28780255,11.233081,26000000,6.5,201
90400000,34.022209000000004,40600000,7.1,738
21510851,4.134327,9000000,4.8,119
6126237,1.118511,0,6.3,16
19125401,8.775844000000001,8500000,6.4,100
4777465,2.062087,9000000,6.5,95
4350774,8.738737,9000000,6.0,41
2955039,2.365328,9000000,6.0,17
1053788,10.932711,0,6.9,116
18663238,9.933926,9000000,6.8,79
14348529,5.119593,6000000,5.8,214
771499,0.717811,9000000,4.8,14
140666,1.458884,5000000,6.1,7
1046166,2.0095970000000003,9000000,4.5,12
328203506,16.072466,5000000,6.3,503
20374201,14.038703,0,7.9,285
14373825,18.172735999999997,86000000,6.3,395
32222567,24.750909,8500000,6.8,538
39462438,17.697042,7000000,6.8,274
29174648,7.000949,9250000,6.8,28
22456509,11.436405,8500000,5.6,85
2500000,14.171759,9000000,5.7,146
20138836,3.604863,12000000,6.8,50
43528634,40.28709,8500000,6.8,1322
5271666,3.809131,22000000,3.4,38
4440055,9.230072999999999,8500000,6.8,107
42345360,14.719885999999999,12000000,7.7,232
6108720,28.540614,9000000,6.6,671
1997807,0.034259,8000000,7.0,17
22889018,6.787967,6500000,7.1,154
46000000,3.3531760000000004,7700000,7.2,79
30000000,7.973109,8250000,7.0,63
188126,5.897479,0,6.7,100
213928762,121.463076,8000000,8.3,8428
76657000,10.639916,0,7.0,164
38697217,89.095538,8500000,7.6,3395
5001655,2.62082,8500000,5.1,107
286214286,37.960289,8200000,7.4,941
69821334,21.735068,8000000,6.1,321
100523181,14.793176999999998,8000000,7.5,1686
52287414,51.109279,8000000,7.8,1522
82719885,45.490373999999996,5000000,7.1,1777
43000000,26.356696999999997,8000000,7.2,561
27362712,3.501158,8000000,7.0,31
39187783,33.372828000000005,8000000,7.0,1261
26049082,37.821106,8000000,6.1,1004
81974493,25.289665,6500000,6.5,456
18090181,14.730796,14000000,6.4,291
22593409,4.482714,8000000,5.8,62
18948425,4.932893,8000000,6.7,81
17460020,7.894489,8000000,6.4,177
29010817,13.987772,8000000,5.2,99
34266564,45.310443,7000000,7.3,2066
16856124,9.799177,8000000,6.1,181
12671300,5.069095,8000000,6.5,42
10629321,13.517017000000001,8000000,5.9,261
25288872,14.969092999999999,0,6.6,348
74952305,45.395839,8000000,6.7,2210
8880705,0.26966100000000004,0,3.9,5
8279017,5.93923,8000000,6.6,148
10130000,11.837067,8000000,5.7,134
25966555,5.897391000000001,0,6.9,95
5659286,21.024345999999998,8000000,7.0,459
18124262,7.235794,8000000,7.0,97
2275557,8.403858999999999,8000000,5.7,95
6491240,13.143045,8000000,6.9,672
92,1.939054,0,6.9,13
589304,8.717235,8000000,6.7,21
63464861,35.735689,8000000,7.3,1254
852872,7.433574,8000000,5.9,63
458232,4.090382,8000000,5.8,18
426224,5.244518,8000000,6.6,135
3453043,10.791953999999999,8000000,6.4,215
143451,3.9424639999999997,8000000,6.3,24
53086,6.5008349999999995,8000000,5.1,41
553171,39.338097,8000000,7.8,773
413454,12.893219,22000000,5.8,103
2019009,0.983484,8000000,6.1,17
2455831,9.100352,0,7.0,177
22441323,11.000653999999999,7800000,6.4,153
882290,6.41678,0,5.9,31
145793296,19.585801,7500000,7.0,350
32392047,17.318839,7500000,6.5,240
24793509,29.01153,6500000,7.1,664
35619521,20.745051999999998,10200000,5.6,453
26096852,16.990308,7500000,6.8,409
11588205,4.820166,10284523,5.7,75
12633747,8.526635,6500000,6.8,142
4245870,1.369528,7500000,4.5,7
3347647,0.571663,7500000,6.1,7
10848783,14.652342,8000000,5.7,192
5634828,7.802245,8000000,6.2,132
19000000,25.281197,7500000,7.5,841
1333124,38.150787,7000000,6.4,887
10329747,16.829837,7300000,6.7,348
2400000,1.288173,0,4.4,17
231411584,19.782725,7500000,7.0,2244
116019547,34.634181,7200000,6.3,553
245066411,143.659698,6000000,8.4,5893
92921203,18.422323000000002,4000000,6.1,302
60722734,45.610993,7500000,7.2,2904
116700000,17.681707,7000000,7.1,281
167221571,35.897151,7000000,6.1,1040
161777836,30.465138,7000000,6.4,533
55447968,29.173265999999998,0,6.7,620
37710610,4.4924550000000005,6600000,6.0,56
54600000,17.717681,7000000,6.8,273
49084830,17.434862,7000000,6.8,384
25405445,25.511217000000002,7000000,6.8,881
25000000,12.268142999999998,9000000,6.6,269
97572000,30.214715999999996,7000000,6.3,524
20256975,6.872783999999999,7000000,4.9,50
21268532,1.8303060000000002,0,7.5,10
36433975,14.741589000000001,7000000,4.4,216
14702438,5.500324,7000000,6.3,66
17986781,29.761163,700000,7.2,691
14011454,2.772178,7000000,6.2,17
16829545,19.301432000000002,7000000,6.0,306
31430334,23.612409,7000000,6.6,483
14618727,8.079046,7000000,7.0,139
8373585,14.672151000000001,7000000,7.0,201
7292175,2.627232,7000000,5.6,30
5,4.857028,7,5.7,63
4720371,2.206097,7000000,6.7,14
29385320,3.721858,7000000,7.4,64
2062066,7.051521000000001,7000000,6.1,56
6038942,21.276864,7000000,7.4,677
1246141,2.550045,7000000,4.5,31
1429299,7.155519,7000000,5.7,20
382946,13.635828,7000000,6.7,212
523511,10.416332,0,5.8,212
573335,8.184588,7000000,7.1,164
453079,2.26778,7000000,5.9,29
1310673,3.120016,7000000,6.7,41
46488,8.207425,7000000,6.0,73
30471,34.917446999999996,6000000,7.2,837
12400000,5.33861,7000000,5.1,47
41410568,14.574995000000001,0,7.0,251
8900000,8.591387,7000000,6.9,140
7993039,26.181753,6900000,7.4,583
7000000,21.01755,0,6.1,843
44287131,25.613197,6900000,5.6,555
7103838,21.285206,6800000,7.9,479
255273813,60.225218999999996,6500000,5.6,1517
7,0.050456,7,5.2,6
57504069,17.705671,6500000,7.4,364
54215416,6.847099000000001,6500000,6.8,116
31899000,11.208769,6500000,6.8,157
28451622,11.142389,6500000,7.0,196
13368437,11.885221000000001,6500000,5.1,128
12376563,12.524953,6500000,7.0,190
10,1.537859,0,4.1,35
17693675,40.688426,6500000,7.0,875
11850214,24.0034,6500000,7.0,559
2025032,2.639106,6500000,8.0,6
2401510,16.574756,6500000,6.5,305
1548955,5.483531,6500000,6.8,45
1521261,8.432400999999999,6500000,7.1,119
8159508,11.357474,0,7.5,200
78371200,74.23479300000001,6400000,7.3,4128
79384880,11.086001,4800000,7.4,586
14237000,14.961629,4000000,7.3,267
2122561,16.139771,6000000,6.8,392
181813770,67.608041,6000000,7.2,1581
138530565,49.802914,6000000,7.5,1205
119114517,16.20985,6000000,6.8,397
102308889,24.499996,6000000,7.4,650
102272727,59.961523,6000000,7.4,1183
43656822,23.431117,6000000,7.0,389
39846344,15.929648,6000000,6.6,365
25059640,5.537646,6000000,7.1,34
23341568,64.02503100000001,6000000,8.1,3254
22168359,12.654050999999999,8000000,5.5,245
38275483,35.108498,5000000,5.9,858
44703995,40.196514,6000000,7.3,1000
20400000,7.60445,6000000,6.2,37
50244700,24.351305,6000000,6.9,703
18197398,12.601677,6000000,4.4,91
18814720,7.077505,12716953,6.3,128
18750246,4.053017,6000000,6.6,74
58000000,15.639016,6000000,6.5,354
12000000,3.89204,6000000,5.4,32
48027970,26.286953999999998,6000000,7.4,558
11642254,8.008844,5000000,5.2,183
9206470,12.685139999999999,5000000,6.5,320
7518876,0.041651,6000000,8.0,3
6852450,3.5611980000000005,6000000,6.1,44
13231461,14.988745999999999,6000000,6.4,379
6670712,6.497285,6000000,6.9,113
19560274,19.411141,6000000,6.8,372
6230276,7.034617999999999,7000000,4.8,48
10409377,26.218912,6000000,7.1,817
5483299,15.015270999999998,5500000,6.4,300
4398989,5.696491,6000000,5.5,52
3283371,5.411243,6000000,6.9,29
2944752,6.27257,6000000,6.6,111
2025238,4.1482529999999995,6000000,6.0,44
638641,14.970654000000001,6244087,7.6,259
2899975,7.161051,6000000,6.2,94
869325,1.478505,6000000,4.6,17
399611,0.215464,6000000,4.7,12
1332231,2.2603150000000003,134005,5.3,22
69497,2.404626,6000000,4.7,25
25,0.47574799999999995,0,8.0,10
66351,10.19041,12000000,5.6,224
2120439,18.119265,5952000,7.1,454
3897799,13.034602,5300000,7.0,266
32251,6.3492180000000005,6000000,5.5,87
530048,5.013575,4000000,6.8,66
6800000,4.49029,5800000,7.2,72
27165581,11.81832,6000000,6.8,167
76578641,22.054546,3500159,6.2,578
7000000,3.201886,5800000,4.2,10
126,0.11434200000000001,0,4.7,11
18469680,22.341462,5600000,6.4,489
531826,0.30592199999999997,0,3.9,6
159616327,28.500913,5500000,7.9,622
58972904,10.439971,5500000,6.8,207
15700000,19.127239000000003,5500000,7.4,278
4865000,2.141143,5500000,3.3,16
3031801,2.080741,4361898,5.6,28
2466444,7.79068,5000000,6.2,73
37295445,15.580335,6500000,7.6,292
792,32.476098,0,7.1,538
11502151,5.206967,2200000,7.2,97
15699707,20.821846,0,7.1,399
5000000,5.033065000000001,5500000,5.9,45
152925093,42.187985999999995,4000000,6.3,1251
108286421,53.698682999999996,15000000,6.8,2468
64282312,14.752587,5000000,6.1,345
44107032,48.170508,4900000,6.3,1129
205703818,29.15813,5000000,5.9,669
103590271,56.30466,5000000,4.9,983
44793222,17.304054999999998,5000000,6.5,354
99067206,9.59729,5500000,7.5,205
142817992,20.326337,5000000,5.2,563
36000000,4.028875,4100000,6.4,42
41833347,6.470766,5000000,6.7,137
34872033,16.856231,11000000,5.1,272
60378584,19.683187,8000000,7.0,485
28200000,9.358197,5000000,6.8,157
86362372,19.984477,5000000,5.2,449
26010864,30.271065999999998,5000000,7.9,719
55198285,59.454473,5000000,7.9,2886
64110728,20.304235000000002,3300000,5.1,505
39723096,60.715151,9000000,8.1,4028
44030246,35.871248,5000000,6.3,1050
26888376,18.077963,5000000,6.9,398
110000000,20.428237,5000000,7.4,750
23198652,32.14444,4600000,7.1,688
20659423,3.6564910000000004,3500000,6.8,37
17273593,15.688439,10000000,5.9,365
24804129,22.9951,5000000,7.1,478
40100000,26.510558000000003,5000000,6.1,766
43884652,35.307577,5000000,7.5,1104
15000000,4.079111,5000000,6.0,11
19905359,7.0588679999999995,5000000,6.4,86
14000000,12.904615,5000000,4.8,191
368744044,18.115566,5000000,6.2,671
31724284,62.554173,5000000,5.0,1551
15116634,9.483717,5000000,5.0,170
33616692,16.890285000000002,5000000,7.3,315
30039392,49.12486,4000000,7.5,2420
13269963,5.9601489999999995,5000000,6.9,77
17768757,9.302349000000001,5000000,5.9,209
12232628,8.452666,5000000,5.5,67
25562924,17.028252,5000000,5.0,356
16174377,19.336367000000003,5000000,6.5,255
54418872,38.006982,5000000,6.7,777
14056528,6.377523,0,6.0,97
12200000,0.835617,5000000,5.4,8
21164799,14.947588,20000000,4.3,331
25,1.199451,4,6.2,28
3432342,3.03091,8000000,6.7,77
7230000,5.348446,5000000,6.4,91
6538177,9.974681,0,6.6,220
5321508,49.333137,5000000,8.1,1128
5476060,4.149628,5000000,6.3,55
9760104,46.114184,5000000,7.6,1794
4074023,4.498368,5000000,5.9,11
3263585,7.6731240000000005,5000000,6.8,103
41424067,4.992475,4000000,6.5,91
4040588,6.174435,5000000,6.6,60
3049135,8.753409,5000000,7.0,294
4842699,3.9437059999999997,5000000,5.4,40
2614773,9.169411,5000000,6.0,208
1980338,2.732031,5000000,6.0,55
8203235,35.252056,5000000,7.3,1247
2450846,21.343093,5000000,6.6,355
5129058,10.095184,5000000,6.9,165
742898,4.129165,5000000,5.9,58
3220371,30.001023999999997,5000000,6.7,683
846704,1.7310349999999999,5000000,3.9,15
560069,11.700578,7000000,6.8,281
5476793,19.940245,5000000,7.3,847
98450062,38.94708,5000000,6.0,1360
782102,3.792015,5000000,6.2,37
17872796,5.461487,5000000,7.1,116
24475416,14.805264000000001,1000000,7.4,231
209696,25.30216,4798235,6.3,458
80578934,38.831920000000004,4800000,5.7,887
3099314,19.807295,5000000,7.1,471
8025872,9.617777,4700000,5.9,139
11000000,4.4952559999999995,4638783,7.2,65
10337387,35.754865,4800000,5.6,862
146198896,15.002502,4500000,6.5,602
58853106,22.585384,4500000,5.8,408
254700832,29.834065000000002,6000000,6.6,632
27092880,20.403344,4500000,7.0,322
10400000,5.224593,4500000,6.9,89
13060843,30.196039000000003,15000000,7.2,629
7011317,15.359952,4500000,6.9,198
7390108,11.573034,4500000,7.9,2443
10429707,10.274542,5000000,5.5,121
1270522,61.210016,6000000,7.7,3452
744816,3.1088810000000002,4500000,6.3,30
23803308,17.074842999999998,0,7.4,356
623528,5.223096,0,6.6,73
3606395,14.570359,4500000,5.4,251
108981275,127.525581,3000000,8.2,2919
32000000,2.551559,4500000,7.3,57
6294161,6.938853999999999,3730500,5.7,109
41400000,12.439494999999999,8000000,7.1,111
32000000,12.540624000000001,4200000,6.3,210
62548947,8.839651,3705538,6.9,176
125728258,12.891276,4000000,6.1,183
30000000,25.666029,114000,7.5,580
119723856,45.66662,4000000,7.3,1895
38251425,35.892034,4000000,7.8,1010
36000000,8.988455,4000000,6.6,50
44909486,14.042041000000001,4000000,6.5,250
187112,40.016306,4000000,5.2,593
49800000,22.030517,3600000,7.1,360
52425855,24.161735,4000000,4.1,1022
14400000,1.3793540000000002,4000000,6.4,22
34705850,15.338211,3500000,6.5,506
13008928,29.852608,4000000,7.1,550
11744471,35.061467,4000000,7.8,717
10000000,7.288352000000001,0,5.8,34
15179302,10.605752,5000000,4.4,203
44349000,43.40352,4000000,7.5,1971
31584901,17.229537,4000000,6.4,420
10229331,2.453459,7000000,5.3,26
9000000,1.433692,6000000,5.9,15
8200000,2.9300580000000003,4000000,6.8,72
44000000,29.071955,0,7.1,633
6000000,5.975604,4000000,6.1,77
4630045,4.598409999999999,4000000,5.5,69
4300000,22.87623,4000000,6.5,530
9304609,19.107285,4000000,6.7,376
3468572,4.541908,4000000,6.7,46
2426851,6.091951,4000000,6.2,80
1919197,4.757625,0,6.1,67
1104682,12.062371,4000000,5.9,316
866999,7.7581880000000005,4000000,6.6,102
1406224,12.690224,0,6.5,415
641100,9.140936,0,6.9,228
2365467,22.987897,4000000,6.5,338
302204,1.204941,3000000,7.0,23
354704,7.605291,1300000,6.7,27
120000,21.230737,9500000,6.6,307
318982,18.790221,16000000,6.1,291
146402,3.6631080000000003,4000000,7.1,36
33245,12.496261,650000,6.2,285
355688,3.238466,4000000,6.2,37
25345000,8.30723,4000000,6.2,157
4037782,1.8766209999999999,0,7.3,23
8000000,8.484123,3950000,6.1,19
28350000,9.541688,3900000,7.5,89
23689877,17.234745,3800000,7.7,381
400176459,48.98255,4000000,7.7,970
14873,3.490215,3800000,6.2,38
8000000,1.726175,3768785,7.3,22
4270000,20.544999,967686,7.0,423
44462,8.45342,3500000,6.5,195
2956000,0.90522,3700000,6.6,17
13401952,3.7716519999999996,4000000,6.6,66
44785053,21.119208999999998,3600000,7.4,299
257850122,17.002623,3500000,6.8,363
83453539,46.116884999999996,3500000,7.1,1074
28215918,25.5748,3500000,7.0,503
27900000,3.4188709999999998,3500000,7.2,173
14000000,10.729884,3500000,5.9,129
5000000,2.676535,3716946,6.9,47
13007551,7.821438000000001,3500000,7.4,82
12800000,3.281509,3500000,7.4,46
12000000,2.938973,3500000,6.2,35
12600000,10.219942,3500000,7.1,158
40423945,50.319662,3500000,6.3,1434
9482579,8.406025,3500000,5.7,70
6451628,5.588652,10000000,6.8,81
33965843,25.894064999999998,2000000,7.8,626
5923044,35.674774,3600000,7.6,742
4159678,12.982319,3500000,6.7,583
113783,3.643608,3500000,6.7,28
31063038,5.690619,3400000,6.5,84
127392239,17.537154,8000000,6.9,358
19504039,26.259389000000002,3500000,6.7,524
3830137,11.637458,3000000,6.0,127
13092000,192.528841,3300000,8.3,4254
30641770,44.356711,3300000,8.1,1814
4000000,4.859873,600000,6.8,97
16800000,21.826888,3800000,7.9,927
19294144,15.128316,0,7.4,344
45000,2.964785,3300000,4.1,9
7,0.11615,2000000,8.0,1
28814580,13.437038000000001,0,6.8,174
33395426,26.180367,3200000,7.5,863
8000000,11.735287,3200000,7.4,265
2277396,8.308442,0,6.9,150
5332926,11.933449000000001,3200000,6.8,347
658573,8.825113,0,6.1,160
141000000,17.332585,2700000,7.0,418
124881062,47.812466,2500000,7.2,987
9644124,42.868495,3180000,8.0,1076
16491080,63.513324,4000000,7.8,2655
177512032,22.789649,3000000,5.7,722
35564473,11.414843,4000000,7.3,453
29999213,21.607228,3000000,5.7,361
20966644,7.961558999999999,3000000,6.9,156
89328627,54.40303299999999,3000000,6.0,2428
77712439,41.045084,3000000,6.7,1573
19184015,0.29522600000000004,3000000,5.0,1
17570324,16.553594,3000000,7.6,165
18999718,24.393296,3000000,6.2,361
23144499,11.241802,3000000,5.3,106
68411275,9.18885,16000000,5.9,137
19472057,11.158167,3000000,5.7,216
33300000,23.109959,3000000,7.7,542
15369573,1.586598,3000000,4.7,25
7900000,3.8328580000000003,2000000,6.7,86
25000000,22.889294,3000000,8.1,483
15938065,10.341982000000002,3000000,4.2,193
13000000,7.924982000000001,3000000,6.4,120
11718595,1.697846,3000000,6.4,28
229094,14.936660999999999,0,6.6,367
10400000,6.734964999999999,3000000,7.3,41
10000000,13.338539,3000000,7.6,155
9016377,0.185373,0,4.5,4
9012000,5.3448150000000005,3000000,7.3,82
11176469,23.299907,3000000,7.4,568
7282851,5.003615,3000000,6.3,94
6804016,0.019984000000000002,3000000,5.0,3
10422387,2.787375,0,6.8,34
28200000,3.6673720000000003,3800000,6.5,59
4109095,3.937939,3000000,5.7,35
4000000,23.981601,3000000,7.4,798
3076820,4.337685,3000000,5.9,90
3011195,3.6366339999999995,2962051,6.6,94
4069826,15.492257,0,7.2,345
9879971,2.504169,3000000,6.9,94
2807390,10.757539,3000000,7.4,194
1826705,15.754614000000002,2800000,5.1,366
14980005,56.763490000000004,3000000,8.0,1945
748453,16.900433,3000000,5.7,211
2357852,12.68672,3000000,6.9,250
11947954,20.952820000000003,3000000,5.3,444
22000,11.882563000000001,3000000,5.7,197
3387000,12.564554,3000000,4.9,148
3200000,5.164423,2500000,7.1,95
5596708,5.928937,2900000,7.6,126
5000000,3.370225,2900000,7.3,25
103735,1.7814619999999999,3000000,6.6,36
23563727,6.39503,8000000,6.9,99
25000000,39.30982,2883848,8.0,808
19170001,9.070841999999999,2800000,5.3,192
33754967,67.417542,2777000,7.4,1642
86273333,36.444894,2800000,7.7,854
5364858,15.351412,2000000,5.4,190
37799643,11.35972,2700000,7.0,59
6600000,1.8972630000000001,2686000,6.0,30
5363000,0.5314439999999999,2627000,6.0,8
119500000,22.793929000000002,2600000,7.2,609
32980880,14.013414000000001,2600000,5.9,237
10700000,13.265432,2159280,7.1,260
3166000,0.8959459999999999,2600000,7.6,23
553198,19.02965,2600000,7.0,308
7200000,36.556954,2540800,7.8,727
60141683,18.661541,2500000,5.4,516
33400000,0.973582,2500000,4.6,19
34585416,14.885388,0,6.8,225
14400000,12.030456,2500000,5.0,229
12348905,18.30961,2500000,6.3,264
10000000,6.82919,2500000,7.5,66
32230907,9.799357,0,7.1,95
26781723,30.583959000000004,2500000,7.1,618
5535405,23.672570999999998,2500000,7.7,959
3325038,23.419061,2500000,6.8,450
9726954,7.958831,0,7.2,77
6854611,25.722747000000002,2500000,6.8,1048
71904,0.30188400000000004,2500000,7.1,7
107559,4.624691,2500000,6.0,40
324138,12.204569000000001,2500000,6.6,441
5731103,4.623059,2400000,7.0,11
495303,27.940093,30000000,6.3,664
8176544,8.395624,2380000,7.4,363
6892000,0.628051,2361000,7.0,4
565592,0.376662,0,10.0,1
11000000,1.606314,2300000,6.9,18
83320000,32.875469,2280000,7.2,808
36690067,14.206525,4000000,5.7,254
21930418,12.639469,2200000,5.1,196
9132000,0.1813,2160000,5.8,4
23650000,8.38717,2100000,7.6,143
480811,6.677092999999999,0,6.7,125
3330,0.039007,2100000,0.0,0
30448000,31.691616999999997,1500000,7.1,934
78898765,41.298722999999995,2000000,6.9,760
18344729,10.664202000000001,2000000,7.0,200
14674076,100.87679399999999,2000000,6.6,1832
18016290,13.223111,2000000,6.6,215
13129846,22.139842,2000000,8.0,657
24600832,37.117362,2000000,7.3,957
11540607,15.557144000000001,2000000,7.2,353
13101672,11.666319999999999,2000000,5.2,125
70000000,34.938177,2000000,7.9,958
34522221,5.961119,1000000,6.8,77
7600000,17.639478,2000000,7.6,240
9172000,1.867004,2000000,6.5,8
1477676,13.944645000000001,8000000,7.3,231
6003587,7.792851,0,7.1,120
15992615,14.799323000000001,2700000,7.6,718
20908467,23.281616,2000000,7.6,521
4601043,20.331592999999998,2000000,6.7,339
7800000,5.381536,2000000,6.8,47
13831503,20.834882999999998,2000000,6.8,565
13885802,14.045886999999999,0,7.6,138
4000000,0.48397399999999996,2000000,4.8,6
7871522,16.930914,2000000,7.7,286
11122090,28.819423999999998,6000000,6.3,658
5967038,12.999023,2000000,6.3,197
2801508,6.7288820000000005,2000000,5.6,92
2506446,1.9568599999999998,2000000,4.8,26
5179037,14.846001000000001,2000000,6.3,140
11125849,14.082510000000001,2000000,7.8,291
1672730,0.031947,2000000,5.0,2
1431623,2.2837959999999997,2000000,7.2,23
1477002,18.224326,2000000,6.8,279
876302,4.749885,0,6.5,77
653621,3.9800720000000003,2000000,6.8,31
563706,3.125382,2000000,4.6,19
390659,5.261065,2000000,6.3,86
124494,1.8921830000000002,2000000,5.8,36
120620,3.9114449999999996,2000000,7.1,52
111731,2.559806,3800000,5.9,18
187674,5.16023,13500000,5.2,32
1100000,0.25359499999999996,7000000,6.7,3
54207,7.502934,2000000,5.9,88
622806,4.261508999999999,2000000,6.3,41
3983997,20.362373,0,6.7,406
95000,7.4477139999999995,100000,5.5,92
11833696,5.941852,2000000,6.7,165
19152480,32.841229,1987650,6.6,827
864659,8.518866000000001,0,7.4,443
222000,1.294967,0,5.6,10
2957978,14.331992000000001,0,7.5,275
67738090,14.838985999999998,1800000,5.6,328
8000000,14.884756,1800000,7.6,281
9440272,41.996783,1800000,8.0,1442
21107746,12.471239,1800000,6.8,403
8844595,13.315382999999999,1700000,5.5,215
841733,1.6991009999999998,2000000,5.3,14
621951,0.692497,0,6.4,88
6800000,11.756943,1800000,6.7,192
7267585,27.36562,1530000,7.2,664
150277,8.650779,500000,6.3,152
23311391,2.7564349999999997,0,7.0,28
9700000,18.828682999999998,1700000,6.1,236
572809,26.281839,2000000,6.3,519
1943649,2.079125,1700000,5.5,39
4235151,14.017809,1000000,7.3,221
7433101,3.426314,1644736,7.2,79
30500000,6.915201,1650000,7.2,133
5400000,8.535178,1600000,7.1,61
6033999,0.796009,0,6.3,3
2592808,0.13455999999999999,0,4.3,4
4420000,20.810292,1600000,7.5,372
22179430,9.672989999999999,2000000,6.7,129
11806119,17.49699,1500000,6.6,363
9600000,12.2624,1500000,7.9,241
7412216,13.291991000000001,1500000,6.8,279
11098131,13.788054,1500000,6.9,226
10013424,3.990215,1000000,5.9,48
7000000,11.145914999999999,1500000,7.3,160
2375097,10.009994,1500000,7.1,166
97009150,58.594852,1500000,6.8,1737
2300000,11.353439999999999,1500000,6.7,144
712294,3.618646,1500000,6.5,43
3566225,15.017068,1500000,5.5,342
418961,5.817519,1500000,6.1,111
416925,9.856826,1500000,6.8,151
414404,4.262373999999999,0,6.5,48
373967,11.064228,1500000,6.2,251
330048,0.414754,0,4.5,3
8500000,28.27648,1,8.1,856
173066,7.5591,1500000,5.9,107
32000,4.680206,1500000,6.6,183
1165882,14.504326,1500000,5.1,242
1500000,1.8936970000000002,0,2.6,9
184925486,80.171283,1488423,6.9,1914
2620000,3.598457,1455000,5.4,12
3897569,16.032594,1350000,7.5,1648
639000,0.07206599999999999,1300000,5.0,1
619042,0.430758,0,6.5,6
1632,0.143784,0,6.1,30
6000000,18.426825,1288000,7.7,336
21722776,16.517777,1250000,6.0,315
11000000,6.903314,1250000,7.4,112
3412497,4.45544,1250000,5.3,62
8500000,9.903992,1250000,6.7,79
6000000,7.700189999999999,1250000,6.8,72
103911669,63.655972999999996,1200000,7.2,2184
18492362,16.312803,3000000,6.6,362
7000000,6.920872999999999,1200000,6.9,149
2861020,3.085411,1200000,6.3,24
14661007,66.925866,1200000,8.0,3697
